sentence_idx,title,main,sức_mạnh,thiết_kế,giá,tính_năng,an_toàn
443,So sánh xe MG ZS 2021 và Kia Seltos 2021: Lựa chọn nào SUV đô thị nào tầm giá dưới 650 triệu đồng?,"tuy_nhiên , chiếc xe do thaco lắp_ráp có khá ít công_nghệ an_toàn so với đối_thủ trực_tiếp là một nhược_điểm lớn của xe",0,0,0,0,1
570,Tầm tiền hơn 1 tỷ đồng chọn Mazda CX-5 2020 hay Peugeot 3008 2020?,"peugeot 3008 lợi_thế hơn đôi_chút khi có cần số điện_tử , đồng_hồ lái màn_hình kỹ_thuật_số kích_thước lớn , đèn trang_trí nội_thất , điều hòa tự_động 2 vùng có tính_năng khử mùi và lọc ion , ngăn làm mát trung_tâm , dung_tích cốp đạt tới 520 lít ( trên cx - 5 chỉ 505 lít ) . .",0,0,0,1,0
455,"So sánh xe Mazda 3 2020 với Honda Civic RS 2020: Cùng thể thao, cùng đắt",hai mẫu xe được thiết_kế với phong_cách thể_thao nhưng mức giá cũng thuộc hàng cao nhất phân khúc hạng c tại việt_nam,0,0,1,0,0
364,So sánh xe Ford Tourneo 2019 và Toyota Innova 2019: Cuộc chiến xe dịch vụ,"cụm đèn hậu của ford_tourneo 2019 được thiết_kế đặt dọc , bóng led là trang_bị tốt hơn đối_thủ và xe có đường mạ crom to bản ở ngay trên phần gắn biển số giúp đuôi xe cứng_cáp hơn",0,0,0,1,0
414,So sánh xe KIA Morning 2021 và VinFast Fadil 2021:  bạn là người duy mỹ hay thực dụng?,kích_thước tổng_thể của vinfast fadil 2021 lớn hơn kia morning 2021,0,1,0,0,0
346,So sánh xe Brilliance V7 2020 và MG HS 2020: Xe Trung Quốc đại chiến,"nhìn_chung , mg hs 2020 là chiếc xe mang đậm phong_cách thiết_kế châu âu , thân_hình nhỏ gọn bởi thông_số kích_thước không quá ấn_tượng",0,1,0,0,0
586,"Đắt hơn 180 triệu đồng, Peugeot 3008 có tốt hơn Mazda CX-5 2018?","​ dĩ_nhiên , nếu so_sánh trang_bị thì cx - 5 vẫn kém hơn 1 chút khi chỉ có đèn trước led , đèn_pha tự_động bật tắt , đèn sương_mù led ; khó có_thể so với đèn full - led , tự_động điều_chỉnh góc chiếu , dẫn đường tự_động và đèn sương_mù tự bật khi vào cua của peugeot 3008",0,0,0,1,0
442,"So sánh xe MG ZS 2021 và Ford EcoSport 2021: ""Tân binh"" đủ sức thay thế ""cựu vương""","theo trải nghiệm thực_tế của đội_ngũ so_sánh xe chúng_tôi , mg zs 2021 có khả_năng vận_hành ấn_tượng hơn bản cũ nhờ việc cải_tiến hộp_số",1,0,0,0,0
447,So sánh xe Mazda 3 2015 và Ford Focus 2016: Xứng tầm đối thủ,"động_cơ 1.6 l duratec 16 van của focus 2016 mạnh hơn 13 mã_lực và 15 nm so với động_cơ skyactiv 1.5 l , 4 xi_lanh thẳng hàng , 16 van dohc của mazda 3 1.5 l 2015",1,0,0,0,0
99,"Rẻ hơn 100 triệu, liệu Ford Ecosport 2018 có kém hơn Suzuki Vitara 2018?",trong khi ecosport cao hơn đối_thủ 48mm và rộng hơn 10mm thì vitara cũng nhỉnh hơn mẫu xe nhật 66mm chiều dài,0,1,0,0,0
177,So sánh Mercedes-Benz GLC200 2019 và Volkswagen Tiguan Allspace 2019,"về an_toàn , có_thể thấy dù là phiên_bản thấp nhất trong gia_đình glc nhưng glc200 vẫn tỏ ra vượt_trội so với tiguan_allspace",0,0,0,0,1
571,"Với 3 tỷ đồng, chọn Infiniti QX60 2018 hay Audi Q7 2018 cho phải?","đầu_tiên , khi so_sánh qx60 và audi q7 về giá bán thì infiniti qx60 có_giá bán đắt hơn ở phiên_bản thường nhưng lại rẻ hơn ở phiên_bản cao_cấp so với đối_thủ từ đức",0,0,1,0,0
192,So sánh Mitsubishi Xpander và Suzuki XL7 trong tầm giá 600 triệu,"về trang_bị ngoại_thất , bản at của xpander vừa ra_mắt cũng đã được cải_tiến lên hệ_thống đèn_chiếu sáng full - led , thay_thế cho loại halogen trước đây để tạo thế cân_bằng với đối_thủ",0,1,0,0,0
138,So sánh Hyundai Kona 2020 và Honda HR-V 2020,"hyundai kona được lắp_ráp trong nước , trong khi đó honda hr - v_nhập_khẩu nguyên chiếc nên có_giá bán cao hơn đối_thủ 36 triệu",0,0,1,0,0
388,So sánh xe Honda Civic 1.8E 2018 và Toyota Corolla Altis 1.8G 2018 có giá dưới 760 triệu đồng,"khi về kích_thước , có_thể thấy mẫu xe honda mới cập bến việt_nam có hình_dáng lớn hơn và không_gian xe nhỉnh hơn so với đối_thủ đến từ toyota",0,1,0,0,0
372,So sánh xe Honda CR-V 2018 và Toyota RAV4 2018 bản quốc tế,"tại mỹ , có_giá khởi_điểm từ 24.250 usd ( 564 triệu đồng ) - đắt hơn hẳn so với hầu_hết các đối_thủ trong phân khúc",0,0,1,0,0
131,So sánh Honda Civic 2021 và KIA Cerato 2021,"xe có đèn_pha led , tự_động bật / tắt , cường_độ chiếu sáng và tầm chiếu tốt hơn honda civic là đèn_pha bi halogen",0,0,0,1,0
47,"Cùng tầm giá 750 triệu đồng, chọn sedan Mazda3 2.0L 2018 hay Honda Civic 1.8E 2018?","so với tân_binh honda civic 1.8 e 2018 , mazda3 2.0 l 2018 có phần vượt_trội hơn khi sở_hữu phần đầu xe_khỏe_khoắn với các chi_tiết nối với nhau liền mạch tạo cảm_giác liên_kết rất tốt",0,0,1,0,0
380,"So sánh xe Honda City 2017 và Hyundai Accent 2017: Tầm 600 triệu, chọn sedan nào tốt nhất?","nhìn vào danh_sách trang_bị an_toàn , có_thể thấy honda city hoàn_toàn vượt mặt đối_thủ",0,0,0,0,1
297,So sánh nhanh Mitsubishi Triton MIVEC 2017 và Chevrolet Colorado High Country 2017,"giá bán dành cho triton 4x4 at mivec vẫn rất cạnh_tranh và có_thể xem là tốt nhất phân khúc , chỉ 785 triệu",0,0,1,0,0
514,So sánh xe Suzuki XL7 2020 và Toyota Rush 2020: Giá bán có quyết định tất cả?,toyota_rush 2020 chính là chiếc xe an_toàn nhất phân khúc mpv tại việt_nam,0,0,0,0,1
121,So sánh Ford Ranger Wildtrak 2016 và Chevrolet Colorado High Country 2017: Tái chiến,"còn đối_thủ colorado high country có thông_số dài x rộng x cao lần_lượt là 5.408 x 1.874 x 1.852 mm , chiều dài cơ_sở 3.096 mm , khoảng sáng gầm xe 219 mm , bán_kính vòng quay 6,35 m",0,1,0,0,0
452,So sánh xe Mazda 3 2020 và Hyundai Elantra 2020: Đại chiến xe Nhật - Hàn tại Việt Nam,"mặc_dù phiên_bản nâng_cấp đã tăng_giá so với bản cũ , nhưng hyundai elantra 2020 vẫn là mẫu xe rẻ bậc nhất phân khúc hạng c từ 580 - 769 triệu đồng",0,0,1,0,0
555,"So sánh ưu nhược điểm, giá xe Toyota C-HR 2018 và Honda HR-V 2018 trước khi mua","do đó , mặc_dù phiên_bản cơ_sở của c - hr tiết_kiệm nhiên_liệu tốt hơn hr - v , nhưng cũng khó để so_sánh khi nâng_cấp lên các phiên_bản cao_cấp hơn",0,0,0,1,0
353,So sánh xe Chevrolet Orlando 2012 và Toyota Innova 2014 - Khi nổi loạn đụng độ truyền thống,"dù_vậy , đối_thủ innova lại nhanh chân hơn 1 bước khi thiết_kế khoảng sáng gầm xe lớn hơn , giúp chiếc xe vận_hành tốt ở nhiều địa_hình",0,1,0,0,0
90,Nissan Altima 2019 và Honda Accord 2018: Liệu có thể soán ngôi thủ lĩnh? ,"điểm_trừ của khoang cabin xe altima thế_hệ mới_đó chính là việc không thống_nhất sử_dụng chất_liệu cho nội_thất , khiến cho không_gian xe kém sang hơn so với phiên_bản cao_cấp nhất của accord",0,1,0,0,0
453,"So sánh xe Mazda 3 2020 và Kia Cerato 2020: ""Ngôi vương"" dần đổi chủ","về phần mình , kia cerato mạnh_mẽ hơn nhờ bộ mâm 5 chấu kép , các phiên_bản sử_dụng chung kích_thước 17 inch kết_hợp bộ lốp 225 / 45r17",0,1,0,0,0
499,So sánh xe Nissan X-Trail và Honda CR-V: Đâu mới là ông hoàng nam tính?,"sau khi ra_mắt thế_hệ mới , nissan x - trail đã ngay lập_tức trở_thành mẫu xe có kích_thước lớn nhất phân khúc crossover cỡ nhỏ , nhỉnh hơn so với đối_thủ cr - v trung_bình 60mm chiều dài , 30mm chiều cao và 85mm chiều dài cơ_sở xe",0,1,0,0,0
482,So sánh xe Mitsubishi Pajero Sport 2020 và Toyota Fortuner 2020,"trong khi đó , toyota_fortuner 2020 cũng sở_hữu ngoại_hình bắt_mắt , mức giá rẻ hơn và thương_hiệu được người tiêu_dùng việt ưa_chuộng hơn",0,1,1,0,0
32,Chọn mua xe ô tô dưới 500 triệu: Hyundai Grand i10 1.2L AT hay tân binh VinFast Fadil cao cấp?,"phía đối_thủ , vinfast fadil cao_cấp sở_hữu tông màu đen - xám bên trong nội_thất",0,1,0,0,0
137,So sánh Hyundai Kona 2020 và Ford EcoSport 2020,"xét về kích_thước tổng_thể , khi đặt 2 xe cạnh nhau ta sẽ thấy kona nhỉnh hơn đôi_chút về chiều dài cơ_sở , giúp đảm_bảo hơn sự thoải_mái trong khoang nội_thất so với ecosport",0,1,0,0,0
32,Chọn mua xe ô tô dưới 500 triệu: Hyundai Grand i10 1.2L AT hay tân binh VinFast Fadil cao cấp?,"như_vậy , vinfast fadil có khả_năng vận_hành mạnh_mẽ hơn so với cựu_vương phân khúc a",1,0,0,0,0
442,"So sánh xe MG ZS 2021 và Ford EcoSport 2021: ""Tân binh"" đủ sức thay thế ""cựu vương""","trong khi đó , ford ecosport vẫn mang đến những tính_năng an_toàn khá cơ_bản nếu không muốn nói là thiếu khá nhiều so với đối_thủ",0,0,0,0,1
215,So sánh Toyota Vios 2021 và Kia Soluto 2021 – Lựa chọn xe số 1 trong lĩnh vực xe chạy dịch vụ?,toyota_vios e mt ( 3 túi khí ) sở_hữu động_cơ xăng 1.5 l mạnh_mẽ hơn đáng_kể so với kia soluto mt deluxe,1,0,0,0,0
209,So sánh Toyota Fortuner và Hyundai SantaFe: Đối thủ không cùng phân khúc,tuy khác phân khúc nhưng 2 dòng xe này lại có_giá bán khá tương_đồng ( santafe có_giá bán trung_bình cao hơn chút_đỉnh ),0,0,1,0,0
418,So sánh xe Kia Optima 2019 và Honda Accord 2020,"so với các đối_thủ trong phân khúc , không_gian ghế_ngồi của optima được đánh_giá là tương_đối",0,1,0,0,0
469,So sánh xe Mazda CX-8 2019 và Toyota Fortuner 2019: Kỳ phùng địch thủ,"toyota_fortuner 2019 kém hơn một_chút khi chỉ sở_hữu bộ la - zăng kích_thước 18 inch , nhưng thiết_kế hoa_văn xe ấn_tượng hơn",0,1,0,0,0
212,So sánh Toyota Raize 2022 và Kia Sonet 2022: Lựa chọn tiện nghi hay sự thực dụng ?,toyota_raize với đèn báo rẽ led có hiệu_ứng dòng_chảy hiện_đại hơn,0,0,0,1,0
297,So sánh nhanh Mitsubishi Triton MIVEC 2017 và Chevrolet Colorado High Country 2017,trong khi đó high country vốn là phiên_bản nâng_cấp từ colorado ltz 2.8 at 4x4 2017 và có_giá bán cao hơn đối_thủ kha_khá – 839 triệu đồng,0,0,1,0,0
345,So sánh xe Baic X55 và Hyundai Tucson 2021: Đại chiến xe CUV giá rẻ,"dù là xe_nhập tư_nhân , nhưng baic x55 2021 có_giá rẻ nhất phân khúc",0,0,1,0,0
61,Lựa chọn Suzuki Ertiga hay KIA Rondo?,suzuki ertiga có phần được tối_ưu tốt hơn so với kia rondo khi gọn_gàng hơn về chiều dài cơ_sở nhưng vẫn đảm_bảo một cabin đủ thoải_mái,0,1,0,0,0
422,So sánh xe Kia Sedona 2019 và Peugeot Traveller 2019: Nên chọn MPV Hàn hay Pháp?,"phần_đèn hậu của sedona là dạng chữ nhật có bo góc , cho cảm_giác thời_trang hơn so với dạng hình_trụ của traveller",0,1,0,0,0
92,Nissan Sunny XV 2019 mới ra mắt đối đầu với Toyota Vios G 2019: Sẽ có bất ngờ?,"nissan sunny xv tiếp_tục "" yếu_thế "" hơn toyota_vios g ở các trang_bị an_toàn",0,0,0,0,1
360,"So sánh xe Ford Explorer 2019 và Mercedes GLC-Class 2019: 2,2 tỷ mua xe nào cho phải?","ở đuôi xe , cụm đèn hậu của explorer lại lép_vế trước glc",0,0,0,1,0
425,So sánh xe Kia Seltos Luxury 2020 và MG ZS Luxury 2020: Chọn SUV đô thị hơn 600 triệu đồng,"mg zs 2020 có_lẽ đang "" lạc trôi "" với khoang nội_thất không theo xu_hướng như các đối_thủ cùng phân khúc",0,1,0,0,0
55,"Hơn 600 triệu đồng, chọn Kia Seltos Luxury 2020 hay Mitsubishi Xpander AT 2020?","đến với phiên_bản nâng_cấp , bộ "" móng "" chính là sự khác_biệt của mitsubishi_xpander với họa tiết mới gọn_gàng hơn và duy_trì dạng 5 chấu với kích_thước 17 inch",0,1,0,0,0
210,So sánh Toyota Hilux 2016 và Mazda BT-50 2016: Liệu có cân sức?,bởi lẽ mazda bt - 50 2016 có lợi_thế khá rõ_ràng nhờ sở_hữu động_cơ_diesel công_suất mạnh hơn tới 39 mã_lực cùng mô - men xoắn cực_đại hơn 110nm,1,0,0,0,0
528,"So sánh xe Toyota Fortuner 2017 và Mitsubishi Pajero Sport 2017: 1,4 tỷ chọn xe nào cho phải?","cũng giống đối_thủ fortuner , pajero cũng lắp_đặt đèn_pha projector sắc_cạnh , đi kèm_cặp đèn sương_mù 2 bên khá liền mạch",0,1,0,0,0
587,"Đắt hơn 200 triệu, liệu Honda Civic 2018 có thực sự tốt hơn Chevrolet Cruze 2018?","dù_vậy , civic vẫn nhận được nhiều lời khen hơn nhờ sở_hữu chiều dài cơ_sở tới 2700mm , dài hơn 15mm so với cruze",0,1,0,0,0
482,So sánh xe Mitsubishi Pajero Sport 2020 và Toyota Fortuner 2020,nhờ chiều dài trục cơ_sở lớn hơn đến 2.800 mm nên không_gian ghế_ngồi của mitsubishi pajero sport 2020 rộng_rãi hơn đối_thủ,0,1,0,0,0
92,Nissan Sunny XV 2019 mới ra mắt đối đầu với Toyota Vios G 2019: Sẽ có bất ngờ?,"tuy_vậy , cụm đèn_pha của sunny xv chỉ là loại đèn halogen thông_thường , còn kém so với vios g",0,0,0,1,0
18,Chọn Mazda 3 2.0 2019 hay Hyundai Elantra 2.0 2019 trong tầm giá dưới 800 triệu đồng,hyundai elantra 2.0 2019 nhỉnh hơn về mặt chiều dài cũng như chiều rộng nhưng kém hơn mazda 2.0 2019 về khoảng sáng gầm xe,0,1,0,0,0
72,"Mua xe 5 chỗ, chọn Mazda CX-5 2018 hay Hyundai Tucson 2018?",đặc_biệt nếu so_sánh phiên_bản cao_cấp nhất của 2 mẫu xe này thì giá hyundai tucson 1.6 t - gdi đặc_biệt thấp hơn mazda cx - 5 2.5 awd 127 triệu đồng,0,0,1,0,0
245,So sánh nhanh Honda CR-V 2020 và Mitsubishi Outlander 2020,"trong khi đó tình_hình kinh_doanh của mitsubishi outlander 2020 vẫn chưa có bất_kỳ tiến_triển với doanh_số chỉ 1.686 xe , chỉ cao hơn duy_nhất và hai dòng xe , peugoet 5008 cuối tháng 7 / 2020 , lắp_ráp trong nước chính_thức ra_mắt với giá bán cao hơn phiên_bản tiền_nhiệm",0,0,1,0,0
220,"So sánh VinFast Lux SA2.0 2021 và Kia Sorento 2021: Lựa chọn nào trong tầm giá 1,5 tỷ đồng","kia sorento 2021 có ghế trước chỉnh điện đa hướng , có chức_năng làm mát / sưởi ấm và đặc_biệt xe có nhớ 2 vị_trí ghế lái hơn hẳn đối_thủ",0,0,0,1,0
544,So sánh xe Toyota Vios 2020 và Hyundai Accent 2020: Xe Nhật chiếm ưu thế!,"như_vậy , hyundai accent có lợi_thế về chiều dài và chiều dài cơ_sở , tạo ra khoảng không_gian nội_thất rộng_rãi hơn đối_thủ của toyota",0,1,0,0,0
9,Chi tiết Vinfast Fadil giá từ 336 triệu,"xét về kích_thước , fadil khá tương_đồng với các đối_thủ nhưng chiều dài trục cơ_sở lại thấp hơn khá nhiều , chỉ ở mức 2.385 mm",0,1,0,0,0
346,So sánh xe Brilliance V7 2020 và MG HS 2020: Xe Trung Quốc đại chiến,"tương_tự đối_thủ , mg hs được trang_bị đèn_pha / cos dạng led",0,0,0,1,0
303,So sánh nhanh Peugeot 5008 2020 và Hyundai SantaFe 2020 ,"tuy_nhiên trên santafe có thêm chức_năng sấy cho gương chiếu hậu – một trang_bị khá tiện_lợi cho điều_kiện khí_hậu mưa nhiều như vn , kèm theo đó là la - zăng có kích_thước lớn hơn với 19 inch",0,1,0,0,0
393,So sánh xe Honda Jazz 2020 và Ford EcoSport 2020,"như_vậy , tất_cả các thông_số d x r x c của ford ecosport đều nhỉnh hơn so với honda_jazz , ngoại_trừ chiều dài cơ_sở",0,1,0,0,0
218,So sánh VinFast LUX A 2021 và Toyota Camry 2021: chọn cảm giác lái hay bền bỉ?,do chiều dài cơ_sở nhỉnh hơn so với toyota_camry 2.0 g 2021 nên khoang lái của vinfast lux a base 2021 có phần rộng_rãi và sang_trọng hơn,0,1,0,0,0
75,"Mua xe cỡ nhỏ tầm 400 triệu, chọn Honda Brio 2019 hay Kia Morning 2018?",honda_brio 2019 mang đến không_gian xe bên trong rộng_rãi hơn so với đối_thủ kia morning s 2018 nhờ kích_thước tổng_thể lớn hơn,0,1,0,0,0
537,So sánh xe Toyota Hilux 2019 và Chevrolet Colorado 2019: Đại chiến bán tải Nhật - Mỹ,"đặt toyota_hilux 2.8 g 4x4 at cạnh colorado 2.5 l high country , có_thể thấy giá bán của hilux cao hơn đối_thủ 59 triệu đồng",0,0,1,0,0
197,So sánh Peugeot 2008 GT Line 2021 và Toyota Corolla Cross 1.8V 20201: Hơn 800 triệu chọn xe nào?,"bên phía đối_diện , thay_vì nét bo tròn ở đầu xe , đuôi xe của toyota_corolla cross 1.8 v 2021 có phần góc_cạnh và cứng_cáp hơn",0,1,0,0,0
114,So sánh Ford EcoSport và Suzuki XL7 cho gia đình trẻ,trang_bị an_toàn của ford ecosport nhỉnh hơn so với suzuki xl7,0,0,0,0,1
135,So sánh Hyundai Elantra Sport 2019 và Honda Civic RS 2019: Cuộc chiến xe thể thao hạng C,"giá bán chính là một trong những yếu_tố cản_trở và ảnh hưởn nhiều nhất đến khả_năng tiêu_thụ của tại việt_nam , khi mẫu xe này vẫn luôn được niêm_yết ở mức giá cao bậc nhất trong phân khúc",0,0,1,0,0
250,So sánh nhanh Honda City và Suzuki Ciaz,"ngoài lưới tản_nhiệt gồm các thanh kim_loại và logo chữ s bóng_bẩy , suzuki còn mang đến đèn_pha halogen kiểu projector cho khả_năng chiếu sáng rõ_ràng và đẹp_mắt hơn so với bóng halogen thông_thường ở city 1.5 cvt",0,0,0,1,0
426,"So sánh xe Kia Seltos Premium 2020 và Hyundai Kona 1.6 Turbo 2020: 750 triệu đồng, chọn xe Hàn nào?","tuy_nhiên , kia đã làm tốt hơn ở cụm đèn hậu với nhiều dải led hiện_đại hơn và nối_liền với nhau bởi dải_crom to bản",0,0,0,1,0
439,So sánh xe Lexus RX 2016 và Audi Q7 2016 - Xe Nhật đọ sức xe Đức,"trong đó , động_cơ v6 3.0 l tfsi cho công_suất 333 mã_lực , tạo ra_sức_mạnh tăng_tốc từ 0 - 100km / h trong 6,3 giây , nhanh hơn 0,6 giây so với phiên_bản trước và tốc_độ tối_đa 250 km / h",1,0,0,0,0
339,"So sánh xe Audi A3 2017 và Mercedes-Benz CLA-Class 2017 - Xe ""để dùng"" và xe ""để chơi""","về khía_cạnh này , các chuyên_gia đánh_giá mercedes - benz cla - class 2017 nổi_bật hơn khi bao_gồm nhiều tính_năng an_toàn tiêu_chuẩn hơn",0,0,0,0,1
26,"Chọn SUV hạng sang giá 2 tỷ, Volkswagen Tiguan Allspace hay Mercedes GLC250 4Matic tốt hơn?","so với mercedes glc , giá bán của tiguan rẻ hơn rất nhiều",0,0,1,0,0
514,So sánh xe Suzuki XL7 2020 và Toyota Rush 2020: Giá bán có quyết định tất cả?,"mặc_dù có_giá bán cao nhất phân khúc , nhưng toyota_rush cũng trang_bị ghế_ngồi ở mức cơ_bản với chất_liệu nỉ hoàn_toàn và ghế lái chỉnh cơ",0,0,1,0,0
467,So sánh xe Mazda CX-8 2019 và Honda CR-V 2019: Giá cả có nói lên chất lượng?,"tuy_nhiên , điều này cũng khá dễ hiểu vì giá bán của cx - 8 cao hơn đối_thủ tới vài trăm triệu đồng , vậy nên cuộc đua này khó có_thể kết_luận thắng thua",0,0,1,0,0
183,So sánh Mitsubishi Pajero Sport 4x2 và Toyota Fortuner Legender 4x2 ,"về kích_thước , pajero sport có các thông_số vượt_trội so với fortuner",0,1,0,0,0
208,So sánh Toyota Fortuner 2019 và Mitsubishi Pajero Sport 2019,tương_tự như everest thì pajero_sport 2019 cũng được trang_bị 7 túi khí an_toàn,0,0,0,0,1
318,So sánh nhanh Toyota Vios và Suzuki Ciaz,"với lợi_thế về dung_tích , động_cơ 2nr - fe của toyota cho thông_số hiệu_năng tốt hơn bốn xilanh từ k14b , xét xa hơn thì các thông_số này đều ở mức khá tốt và đã được cải_thiện hơn so với người tiền_nhiệm trước_đây",1,0,0,0,0
371,So sánh xe Honda CR-V 2017 và Hyndai Tucson 2017: Tỷ số thắng - thua quá mong manh,"♦ khảo_sát giá xe honda cr - v trên thị_trường hiện_nay tại đây : ♦ 
 
 ♦ mời bạn_đọc tham_khảo thêm 
 khi so_sánh xe honda cr - v 2017 và hyndai tucson 2017 tuy_nhiên , nhìn_chung honda đã làm tốt hơn trong việc thiết_kế nội_thất",0,0,1,0,0
548,So sánh xe Toyota Wigo 2020 và Kia Morning 2020: Đại chiến phân khúc hạng A tại Việt Nam,"hiện_nay , kia_morning vẫn được phân_phối chính hãng với 4 phiên_bản cùng mức giá dao_động từ 299 - 393 triệu đồng , đây là chiếc xe hạng a rẻ nhất việt_nam",0,0,1,0,0
204,So sánh Toyota Camry 2.0G 2019 và Mazda 6 FL Premium 2.5L 2019 với cùng mức giá xấp xỉ một tỷ đồng,camry thế_hệ mới vượt_trội hơn mazda 6 về kích_thước toàn_bộ nhưng lại thua_kém về chiều cao và chiều dài cơ_sở,0,1,0,0,0
344,"So sánh xe Baic Beijing X7 2020 và Hyundai Tucson 2020: ""Tân binh"" mới nổi thách thức ""lão làng""",nhìn ngay vào thông_số sức_mạnh động_cơ baic beijing x7 đang tỏ ra vượt_trội hơn hẳn so với hyundai_tucson,1,0,0,0,0
109,"So sánh Chevrolet Captiva Revv và Hyundai SantaFe 2016 - Kẻ tám lạng, người nửa cân","về cơ_bản , dù đều được lắp_ráp trong nước nhưng chevrolet captiva revv 2016 lại có mức giá rẻ hơn đối_thủ 211 triệu đồng",0,0,1,0,0
545,So sánh xe Toyota Vios 2020 và Kia Soluto 2020: Chọn xe dịch vụ nào giá rẻ?,"♦ ♦ ở phiên_bản mới , toyota_vios đã lắng_nghe người tiêu_dùng hơn khi không_gian nội_thất ưa_nhìn hơn so với đối_thủ",0,1,0,0,0
442,"So sánh xe MG ZS 2021 và Ford EcoSport 2021: ""Tân binh"" đủ sức thay thế ""cựu vương""","không dừng lại ở phần ngoại_hình mới , mg zs 2021 đã biết cách lấy_lòng người dùng với khoang lái hiện_đại hơn",0,1,0,0,0
546,So sánh xe Toyota Vios và Chevrolet Cruze: “Vua bán chạy” đối đầu “sedan của năm”,"vios sử_dụng động_cơ vvt - i 1.5 l sản_sinh công_suất 107 mã_lực , mô - men xoắn cực_đại 141 nm , thấp hơn nhiều so với sức_mạnh 139 mã_lực , momen xoắn cực_đại 176 nm của cruze",1,0,0,0,0
424,So sánh xe Kia Seltos 2020 và Suzuki XL7 2020: Giải quyết bài toán hơn 600 triệu mua xe gì?,"tuy_nhiên , mâm xe không ảnh_hưởng quá nhiều bởi dù_sao chiếc xe đến từ nhật_bản vẫn có khoảng sáng gầm xe tốt hơn seltos",0,1,0,0,0
551,"So sánh xe VinFast Fadil 2020 và Kia Morning 2020: Chọn an toàn, mạnh mẽ hay tiện nghi, thời trang?",vinfast fadil 2020 đang là mẫu xe hạng a có_giá bán cao nhất phân khúc với 3 phiên_bản dao_động từ 441 - 491 triệu đồng,0,0,1,0,0
164,"So sánh Lexus LX 570 2018 và Land Rover Range Rover 2018: Chuẩn mực SUV của ""giới đại gia"" Việt",đối_thủ land rover range rover 2018 lại có kích_thước có phần vượt_trội hơn về mặt chiều rộng cũng như chiều dài cơ_sở,0,1,0,0,0
432,So sánh xe Kia Sorento 2021 và Toyota Fortuner 2021: Đại chiến xe Hàn - Nhật,"mặc_dù là mẫu xe có_giá bán cao nhất phân khúc , nhưng toyota_fortuner lengender 2.8 at vẫn còn khá nhiều nhược_điểm",0,0,1,0,0
147,So sánh Hyundai i10 và Kia Morning cho gia đình trẻ,"cụ_thể , xét về thông_số kích_thước tổng_thể thì i10 nhỉnh hơn 170mm về chiều dài , hơn 5mm về chiều rộng , 15mm về chiều cao và dài hơn 40mm về chiều dài cơ_sở",0,1,0,0,0
136,So sánh Hyundai Grand i10 và Grand i10 sedan tại Việt Nam ,phần_đuôi của grand i10 với thiết_kế hatchback 5 cửa cho cảm_giác thanh_thoát hơn và grand i10 sedan thì có lợi_thế về không_gian cốp chứa hành_lí lớn hơn,0,0,1,0,0
355,So sánh xe Chevrolet Trax 2017 và Suzuki Vitara 2016: Đại chiến SUV đô thị 800 triệu,dù thua_kém về tính_năng giải_trí nhưng chevrolet trax 2017 lại trên_cơ đối_thủ về hệ_thống an_toàn,0,0,0,1,1
202,So sánh Toyota Altis và Honda Civic - Sedan hạng C của Nhật trong tầm giá 750-950 triệu,giá bán của corolla altis cao hơn civic khoảng 84 triệu đồng đối_với phiên_bản 2.0 và 27 triệu đối_với phiên_bản 1.8 số tự_động,0,0,1,0,0
286,So sánh nhanh Mazda3 2020 và Hyundai Elantra 2020,"cùng chung mức giá niêm_yết , sở_hữu thiết_kế trẻ_trung , hiện_đại nhưng nhìn_chung , elantra 1.6 t là mẫu có lợi_thế cạnh_tranh hơn khi có nhiều trang_bị tiện_nghi hơn , hiệu_suất mạnh_mẽ hơn",0,0,1,0,0
288,So sánh nhanh Mitsubishi Attrage 2020 và Kia Soluto 2020,mitsubishi attrage vượt_trội hơn kia soluto về trang_bị tiện_nghi và công_nghệ hiện_đại,0,0,0,1,0
69,Mua bán tải 820 triệu: Nên chọn Chevrolet Colorado 2019 hay Nissan Navara 2019?,"chevrolet colorado có thông_số chiều dài x rộng x cao là 5.361 x 1.872 x 1.833 mm , tức_là đồ_sộ hơn hẳn nissan_navara ( 5.255 x 1.850 x 1.795 mm )",0,1,0,0,0
395,So sánh xe Hyundai Accent 2019 và Suzuki Ciaz 2019: Vì đâu Suzuki Ciaz thất thế?,với lợi_thế về kích_thước nên khoang hành_lý của suzuki_ciaz 2019 có dung_tích lớn hơn đối_thủ nhà hyundai với 495l,0,1,0,0,0
38,Cân nhắc giữa Chevrolet Trailblazer 2018 và Isuzu MU-X 2018 trong phân khúc SUV hạng trung,"bù lại , dàn đèn hậu của trailblazer xuất_hiện nhiều bóng led hơn ở cụm đèn phanh còn đối_thủ chỉ thuần là halogen toàn_bộ",0,0,0,1,0
375,So sánh xe Honda CR-V 2020 và Mitsubishi Outlander 2020: Đại chiến CUV tại Việt Nam,"tương_tự , mitsubishi outlander cũng được cung_cấp "" dàn chân "" mới dạng phay bóng 2 màu hoàn_toàn mới cùng kích_thước 18 inch kết_hợp bộ lốp 225 / 55r18",0,1,0,0,0
