Word_idx,Word,POS,Tag
427,nhu_cầu,N,O
427,đi_lại,V,O
427,trong,E,O
427,phố,N,O
427,thị,N,O
427,và,C,O
427,cả,P,O
427,đường_trường,N,O
428,Cụ_thể,A,O
428,",",F,O
428,động_cơ,N,O
428,1.5,M,O
428,L,Np,O
428,trên,E,O
428,Vios,Np,B-SUB
428,cho,E,O
428,mức,N,O
428,công_suất,N,O
428,và,C,O
428,mô,P,O
428,men,N,O
428,xoắn,V,O
428,tốt,A,O
428,hơn,R,O
428,so,V,O
428,với,E,O
428,động_cơ,N,O
428,Kappa,Np,O
428,1.4,M,O
428,L,Ny,O
428,trên,E,O
428,Accent,Np,B-OBJ
429,Không,R,O
429,chỉ,R,O
429,mạnh,A,O
429,hơn,A,O
429,",",F,O
429,động_cơ,N,O
429,trên,E,O
429,Vios,Np,B-SUB
429,cũng,R,O
429,được,V,O
429,tối_ưu,V,O
429,tốt,A,O
429,hơn,R,O
429,Accent,Np,B-OBJ
429,với,E,O
429,mức,N,O
429,tiêu_thụ,V,O
429,nhiên_liệu,N,O
429,tốt,A,O
429,hơn,R,O
429,",",F,O
429,dù,C,O
429,không,R,O
429,đáng_kể,A,O
430,Là,V,O
430,phiên_bản,N,O
430,thể_thao,N,O
430,",",F,O
430,Elantra,Np,B-SUB
430,1.6,M,I-SUB
430,T,Ny,I-SUB
430,mạnh_mẽ,A,O
430,hơn,R,O
430,nhờ,V,O
430,được,R,O
430,trang_bị_động_cơ,Nc,O
430,Turbo,Np,O
430,",",F,O
430,cho,E,O
430,công_suất,N,O
430,vượt_trội,V,O
430,hơn,A,O
430,hẳn,R,O
430,với,E,O
430,204,M,O
430,mã_lực,N,O
430,và,C,O
430,265,M,O
430,Nm,Np,O
430,",",F,O
430,đi,V,O
430,kèm,V,O
430,là,V,O
430,hộp_số,N,O
430,tự_động,A,O
430,7,M,O
430,cấp,N,O
431,Về,E,O
431,vận_hành,N,O
431,",",F,O
431,Fadil,Np,B-SUB
431,với,E,O
431,động_cơ,N,O
431,vượt,V,O
431,tầm,N,O
431,phân,V,O
431,khúc,N,O
431,chiếm,V,O
431,ưu_thế,N,O
431,hoàn_toàn,A,O
431,so,V,O
431,với,E,O
431,động_cơ,N,O
431,1.2,M,O
431,truyền_thống,N,O
431,của,E,O
431,i10,N,B-OBJ
432,Động_cơ,N,O
432,1.4,M,O
432,L,Np,O
432,kết_hợp,V,O
432,với,E,O
432,hộp_số,N,O
432,vô,V,O
432,cấp,N,O
432,CVT,Ny,O
432,mang,V,O
432,đến,V,O
432,cho,E,O
432,Fadil,Np,B-SUB
432,khả_năng,N,O
432,vận_hành,V,O
432,êm_ái,A,O
432,",",F,O
432,nhàn_nhã,N,O
432,và,C,O
432,linh_hoạt,A,O
432,hơn,A,O
432,đối_thủ,N,B-OBJ
432,Hàn_Quốc,Np,I-OBJ
433,Với,E,O
433,kiểu,N,O
433,định_giá,N,O
433,lưng_chừng,V,O
433,giữa,N,O
433,2,M,O
433,phân,N,O
433,khúc,Nc,O
433,A,Ny,O
433,và,C,O
433,B,Ny,O
433,",",F,O
433,Suzuki,Np,B-SUB
433,Swift,Np,I-SUB
433,sở_hữu,V,O
433,nền_tảng,N,O
433,động_cơ,N,O
433,thấp,A,O
433,nhất,A,O
433,trong,E,O
433,số,N,O
433,các,L,B-OBJ
433,mẫu,N,I-OBJ
433,xe,N,I-OBJ
433,ở,E,I-OBJ
433,phân,N,I-OBJ
433,khúc,N,I-OBJ
433,hạng,N,I-OBJ
433,B,Np,I-OBJ
434,Mazda,N,B-SUB
434,CX,Ny,I-SUB
434,-,F,I-SUB
434,5,M,I-SUB
434,bản,N,I-SUB
434,cao_cấp,A,I-SUB
434,nhất,A,I-SUB
434,trang_bị_động_cơ,N,O
434,2.5,M,O
434,L,Ny,O
434,cho,E,O
434,công_suất,N,O
434,mạnh,A,O
434,hơn,A,O
435,Việc,N,O
435,được,V,O
435,trang_bị,V,O
435,loại,Nc,O
435,động_cơ,N,O
435,có,V,O
435,dung_tích,N,O
435,1.4,M,O
435,L,Np,O
435,trên,E,O
435,Soluto,Np,B-SUB
435,giúp,V,O
435,cho,E,O
435,xe,N,O
435,có,V,O
435,công_suất,N,O
435,và,C,O
435,mô,P,O
435,-,F,O
435,men,N,O
435,xoắn,V,O
435,vượt_trội,V,O
435,hơn,A,O
435,hẳn,R,O
435,so,V,O
435,với,E,O
435,Attrage,Np,B-OBJ
436,Đều,R,O
436,trang_bị_động_cơ,V,O
436,dung_tích,N,O
436,2,M,O
436,L,Ny,O
436,nhưng,C,O
436,sức_mạnh,N,O
436,mã_lực,N,O
436,mà,C,O
436,Hyundai,Np,B-SUB
436,Tucson,Np,I-SUB
436,đạt,V,O
436,được,R,O
436,lớn,A,O
436,hơn,R,O
436,đáng_kể,N,O
436,so,V,O
436,với,E,O
436,Nissan,Np,B-OBJ
436,X,Np,I-OBJ
436,-,F,I-OBJ
436,Trail,Np,I-OBJ
437,Cùng,C,O
437,sử_dụng,V,O
437,động_cơ,N,O
437,xăng,N,O
437,với,E,O
437,công_nghệ,N,O
437,tăng,V,O
437,áp,N,O
437,",",F,O
437,tuy_nhiên,C,O
437,với,E,O
437,dung_tích,N,O
437,lớn,A,O
437,hơn,R,O
437,nên,C,O
437,động_cơ,N,O
437,trên,E,O
437,Hyundai,Np,B-SUB
437,Kona,Np,I-SUB
437,cho,E,O
437,sức_mạnh,N,O
437,vượt_trội,V,O
437,hơn,A,O
437,50,M,O
437,mã_lực,Nu,O
437,và,C,O
437,95,M,O
437,Nm,Np,O
438,Về,E,O
438,mặt,N,O
438,trang_bị_động_cơ,N,O
438,thì,C,O
438,Honda,Np,B-SUB
438,Accord,Np,I-SUB
438,vượt_trội,V,O
438,hơn,R,O
438,khi,N,O
438,được,V,O
438,trang_bị_động_cơ,V,O
438,tăng,V,O
438,áp,N,O
438,1.5,M,O
438,L,Np,O
438,",",F,O
438,có,V,O
438,dung_tích,N,O
438,nhỏ,A,O
438,hơn,A,O
438,",",F,O
438,đỡ,V,O
438,hao,V,O
438,xăng,N,O
438,hơn,A,O
438,nhưng,C,O
438,lại,R,O
438,mạnh_mẽ,A,O
438,hơn,R,O
438,3,M,O
438,mã_lực,N,O
438,và,C,O
438,10,M,O
438,Nm,Np,O
438,so,V,O
438,với,E,O
438,Mazda6,Np,B-OBJ
438,2.5,M,I-OBJ
438,L_Premium,Np,I-OBJ
439,Như_vậy,X,O
439,Honda,Np,B-SUB
439,Brio,Np,I-SUB
439,có,V,O
439,động_cơ,N,O
439,mạnh_mẽ,A,O
439,hơn,R,O
439,i10,A,B-OBJ
440,Trang_bị_động_cơ,N,O
440,nhỏ,A,O
440,hơn,A,O
440,nhưng,C,O
440,Vinfast,Np,B-SUB
440,LUX,Ny,I-SUB
440,SA2,Ny,I-SUB
440,.,F,I-SUB
440,0,M,I-SUB
440,cho,E,O
440,công_suất,N,O
440,mạnh,A,O
440,hơn,R,O
440,Fortuner,Np,B-OBJ
440,2.8,M,I-OBJ
440,V,Ny,I-OBJ
440,4x4,M,I-OBJ
440,tới,E,O
440,54,M,O
440,mã_lực,N,O
440,và,C,O
440,10Nm,Np,O
441,Về,E,O
441,mặt,N,O
441,vận_hành,N,O
441,",",F,O
441,Mercedes,Np,B-SUB
441,GLS,Ny,I-SUB
441,2020,M,I-SUB
441,sở_hữu,N,O
441,khối,N,O
441,động_cơ,N,O
441,có,V,O
441,sức_mạnh,N,O
441,nhỉnh,A,O
441,hơn,A,O
441,đối_thủ,N,B-OBJ
441,BMW,Ny,I-OBJ
441,X7,Np,I-OBJ
442,Đều,R,O
442,trang_bị_động_cơ,V,O
442,2,M,O
442,L,Ny,O
442,Turbo,Np,O
442,nhưng,C,O
442,sức_mạnh,N,O
442,mà,C,O
442,mẫu,N,B-SUB
442,SUV,Ny,I-SUB
442,Việt_đạt,V,O
442,được,R,O
442,là,V,O
442,ấn_tượng,N,O
442,hơn,A,O
442,với,E,O
442,228,M,O
442,mã_lực,Nu,O
442,",",F,O
442,mạnh,A,O
442,hơn,A,O
442,15,M,O
442,mã_lực,N,O
442,so,V,O
442,với,E,O
442,mẫu,N,B-OBJ
442,SUV,Ny,I-OBJ
442,đến,V,I-OBJ
442,từ,E,I-OBJ
442,Mỹ,Np,I-OBJ
443,Về,E,O
443,phần,N,O
443,trang_bị_động_cơ,N,O
443,",",F,O
443,Honda,Np,B-SUB
443,Civic,Np,I-SUB
443,RS,Ny,I-SUB
443,được,V,O
443,đánh_giá,V,O
443,cao,A,O
443,hơn,R,O
443,Mazda3,Np,B-OBJ
443,khi,N,O
443,trang_bị_động_cơ,V,O
443,tăng,V,O
443,áp,N,O
443,1.5,M,O
443,L,Np,O
444,Civic,N,B-SUB
444,RS,Ny,I-SUB
444,được,V,O
444,đánh_giá,V,O
444,cao,A,O
444,bởi,E,O
444,sức_mạnh,N,O
444,vận_hành,V,O
444,nhờ,V,O
444,động_cơ,N,O
444,tăng,V,O
444,áp,N,O
444,hiện_đại,A,O
444,hơn,R,O
444,Mazda3,Np,B-OBJ
445,Tại,E,O
445,Thái_Lan,Np,O
445,Nissan,Np,B-SUB
445,X,Np,I-SUB
445,-,F,I-SUB
445,Trail,Np,I-SUB
445,2019,M,I-SUB
445,có,V,O
445,2,M,O
445,phiên_bản,N,O
445,động_cơ,N,O
445,bao_gồm,V,O
445,:,F,O
445,2.5,M,O
445,L,Ny,O
445,cho,E,O
445,công_suất,N,O
445,171hp,M,O
445,và,C,O
445,mômen,N,O
445,xoắn,V,O
445,cực_đại,N,O
445,233Nm,M,O
445,mạnh,A,O
445,hơn,A,O
445,2,M,O
445,mã_lực,N,O
445,so,V,O
445,với,E,O
445,đời,N,B-OBJ
445,trước,A,I-OBJ
446,Hyundai,Np,O
446,Tucson,Np,O
446,2,M,O
446,L,Ny,O
446,diesel,N,O
446,đặc_biệt,A,O
446,trang_bị_động_cơ,N,O
446,dầu,N,O
446,dung_tích,A,O
446,2,M,O
446,L,Np,O
446,",",F,O
446,áp_dụng,V,O
446,công_nghệ,N,O
446,van,N,O
446,biến_thiên,V,O
446,điều_khiển,N,O
446,điện_tử,N,O
446,e,A,O
446,-,F,I-OBJ
446,VGT,Ny,O
446,và,C,O
446,hệ_thống,N,O
446,phun,V,O
446,nhiên_liệu,N,O
446,trực_tiếp,A,O
446,CRDi,Ny,O
446,",",F,O
446,cho,E,O
446,khả_năng,N,O
446,vận_hành,V,O
446,mạnh_mẽ,A,O
446,hơn,A,O
446,hẳn,R,O
446,so,V,O
446,với,E,O
446,Mazda,Np,O
446,CX,Ny,O
446,-,F,I-OBJ
446,5,M,I-OBJ
446,2,M,O
446,L_Luxury,Np,O
447,Trang_bị_động_cơ,N,O
447,trên,E,O
447,Kona,Np,B-SUB
447,vượt_trội,V,O
447,hơn,R,O
447,với,E,O
447,loại,N,O
447,1.6,M,O
447,L,Ny,O
447,công_nghệ,N,O
447,tăng,V,O
447,áp,N,O
447,",",F,O
447,sản_sinh,V,O
447,công_suất,N,O
447,175,M,O
447,mã_lực,Nu,O
447,tại,E,O
447,5.5,M,O
447,v,Nu,O
447,/,F,O
447,p,V,O
447,và,C,O
447,mô,P,O
447,-,F,O
447,men,N,O
447,-,F,O
447,xoắn,N,O
447,256Nm,M,O
447,",",F,O
447,mang,V,O
447,lại,R,O
447,khả_năng,N,O
447,tiết_kiệm,V,O
447,nhiên_liệu,N,O
447,tốt,A,O
447,hơn,R,O
447,và,C,O
447,vận_hành,V,O
447,mạnh_mẽ,A,O
447,trên,E,O
447,nhiều,A,O
447,cung,N,O
447,đường,N,O
448,Sở_hữu,V,O
448,động_cơ,N,O
448,dung_tích,V,O
448,cao,A,O
448,hơn,R,O
448,hiển_nhiên,N,O
448,Mazda,Np,B-SUB
448,6,M,I-SUB
448,có,V,O
448,phần,N,O
448,thắng_thế,V,O
448,về,E,O
448,sức_mạnh,N,O
448,so,V,O
448,với,E,O
448,động_cơ,N,O
448,trên,E,O
448,Camry,Np,B-OBJ
449,Tuy_nhiên,C,O
449,",",F,O
449,dù,C,O
449,nếu,C,O
449,so_sánh,V,O
449,với,E,O
449,bản,Nc,B-OBJ
449,động_cơ,N,I-OBJ
449,2.5,M,I-OBJ
449,L,Np,I-OBJ
449,của,E,I-OBJ
449,Camry,Np,I-OBJ
449,thì,C,O
449,Mazda,Np,B-SUB
449,6,M,I-SUB
449,vẫn,R,O
449,có,V,O
449,phần,N,O
449,trội,V,O
449,hơn,A,O
450,Hyundai_Accent,N,B-SUB
450,trang_bị_động_cơ,N,O
450,nhỏ,A,O
450,hơn,A,O
450,",",F,O
450,công_suất,N,O
450,thấp,A,O
450,hơn,R,O
450,nhưng,C,O
450,đối,V,O
450,lại,R,O
450,",",F,O
450,khả_năng,N,O
450,tiêu_hao,V,O
450,nhiên_liệu,N,O
450,tiết_kiệm,V,O
450,hơn,A,O
451,Mức,N,O
451,công_suất,N,O
451,trên,E,O
451,thua_kém,N,O
451,khá,R,O
451,nhiều,A,O
451,so,V,O
451,với,E,O
451,Honda,Np,B-OBJ
451,City,Np,I-OBJ
451,2018,M,I-OBJ
451,",",F,O
451,do,E,O
451,đó,P,O
451,Hyundai,Np,B-SUB
451,Accent,Np,I-SUB
451,2018,M,I-SUB
451,vận_hành,N,O
451,ở,E,O
451,mức,N,O
451,khá,R,O
451,",",F,O
451,chỉ_thực_sự,N,O
451,thua_kém,V,O
451,khi,N,O
451,đi,V,O
451,trên,E,O
451,những,L,O
451,cung,N,O
451,đường_trường,N,O
451,yêu_cầu,V,O
451,nhiều,A,O
451,về,E,O
451,tốc_độ,N,O
451,và,C,O
451,gia_tốc,A,O
452,Có_thể,R,O
452,thấy,V,O
452,với,E,O
452,khối,N,O
452,động_cơ,N,O
452,tăng,V,O
452,áp,N,O
452,Ecosport,Np,B-SUB
452,cho,E,O
452,sức_mạnh,N,O
452,vượt_trội,V,O
452,hơn,A,O
452,tại,E,O
452,tua,N,O
452,máy,N,O
452,tương_đương,A,O
452,",",F,O
452,cùng,C,O
452,với,E,O
452,đó,P,O
452,khả_năng,N,O
452,tiết_kiệm,V,O
452,nhiên_liệu,N,O
452,của,E,O
452,Ecosport,Np,B-SUB
452,cũng,R,O
452,nhỉnh,A,O
452,hơn,A,O
452,với,E,O
452,con_số,N,O
452,tầm,N,O
452,"5,4",M,O
452,lít,Nu,O
452,/,F,O
452,100km,M,O
453,Động_cơ,N,O
453,này,P,O
453,có,V,O
453,mức,N,O
453,công_suất,N,O
453,107,M,O
453,mã_lực,Nu,O
453,tại,E,O
453,6000,M,O
453,vòng,N,O
453,/,F,O
453,phút,Nu,O
453,",",F,O
453,kém,A,O
453,hơn,R,O
453,so,V,O
453,với,E,O
453,Ford,Np,B-OBJ
453,Ecosport,Np,I-OBJ
453,2018,M,I-OBJ
454,Có_thể,R,O
454,nói,V,O
454,",",F,O
454,về,E,O
454,khả_năng,N,O
454,vận_hành,V,O
454,Chevrolet,Np,B-SUB
454,Trax,Np,I-SUB
454,mạnh_mẽ,A,O
454,vượt_trội,A,O
454,hơn,A,O
454,so,V,O
454,với,E,O
454,đối_thủ,N,B-OBJ
454,Ford_Ecosport,Np,I-OBJ
604,Đồng_thời,C,O
604,vị_trí,N,O
604,đèn_pha,N,O
604,của,E,O
604,Xpander,Np,B-SUB
604,cũng,R,O
604,được,V,O
604,dời,V,O
604,thấp,A,O
604,xuống,R,O
604,so,V,O
604,với,E,O
604,Ertiga,Np,B-OBJ
605,Tuy,C,O
605,có_giá,N,O
605,bán,V,O
605,rẻ,A,O
605,hơn,R,O
605,nhưng,C,O
605,Kia,Np,B-SUB
605,Morning,Np,I-SUB
605,S,Ny,I-SUB
605,lại,R,O
605,nổi_trội,A,O
605,hơn,R,O
605,đôi_chút,L,O
605,nhờ,V,O
605,đèn_pha,N,O
605,có,V,O
605,thêm,V,O
605,tính_năng,N,O
605,tự_động,A,O
605,bật,V,O
605,tắt,A,O
605,",",F,O
605,đèn,N,O
605,hậu,N,O
605,LED,Ny,O
605,",",F,O
605,trong,E,O
605,khi,N,O
605,đó,P,O
605,trên,E,O
605,Brio,Np,B-OBJ
605,RS,Ny,I-OBJ
605,chỉ,R,O
605,là,V,O
605,loại,Nc,O
605,bóng,N,O
605,thường,A,O
606,Thông_số,N,O
606,kỹ_thuật,N,O
606,về,E,O
606,kích_thước,N,O
606,cho,V,O
606,thấy,V,O
606,SantaFe,N,B-SUB
606,có,V,O
606,kích_thước,N,O
606,tổng_thể,N,O
606,lớn,A,O
606,hơn,R,O
606,so,V,O
606,với,E,O
606,Peugeot,Np,B-OBJ
606,5008,M,I-OBJ
607,Trong,E,O
607,khi,N,O
607,đó,P,O
607,",",F,O
607,do,E,O
607,chưa,R,O
607,phải,V,O
607,bản,V,O
607,cao_cấp,A,O
607,nhất,A,O
607,nên,C,O
607,Vios,Np,B-SUB
607,E,Np,I-SUB
607,CVT,Ny,I-SUB
607,chỉ,R,O
607,sở_hữu,V,O
607,các,L,O
607,trang_bị,N,O
607,cơ_bản,A,O
607,như,C,O
607,đèn_pha,N,O
607,Halogen,Np,O
607,",",F,O
607,gương,N,O
607,gập,V,O
607,/,F,O
607,chỉnh,V,O
607,điện,N,O
607,tự_động,A,O
607,và,C,O
607,mâm,N,O
607,đúc,V,O
607,cũng,R,O
607,chỉ,R,O
607,có,V,O
607,đường_kính,N,O
607,15,M,O
607,inch,N,O
607,–,N,O
607,nhỏ,A,O
607,hơn,A,O
607,1,M,O
607,inch,N,O
607,so,V,O
607,với,E,O
607,đối_thủ,N,B-OBJ
608,Về,V,O
608,trang_bị,V,O
608,ngoại_thất,N,O
608,",",F,O
608,bản,Nc,B-SUB
608,AT,Ny,I-SUB
608,của,E,I-SUB
608,Xpander,Np,I-SUB
608,vừa,R,O
608,ra_mắt,V,O
608,cũng,R,O
608,đã,R,O
608,được,V,O
608,cải_tiến,V,O
608,lên,V,O
608,hệ_thống,N,O
608,đèn_chiếu,N,O
608,sáng,N,O
608,full,N,O
608,-,F,O
608,LED,Ny,O
608,",",F,O
608,thay_thế,V,O
608,cho,E,O
608,loại,Nc,O
608,halogen,N,O
608,trước,E,O
608,đây,P,O
608,để,E,O
608,tạo,V,O
608,thế,R,O
608,cân_bằng,A,O
608,với,E,O
608,đối_thủ,N,B-OBJ
609,Sở_hữu,V,O
609,các,L,O
609,thông_số,N,O
609,về,E,O
609,kích_thước,N,O
609,tổng_thể,N,O
609,nhỉnh,A,O
609,hơn,R,O
609,so,V,O
609,với,E,O
609,đối_thủ,N,B-OBJ
609,(,F,O
609,dài,A,O
609,hơn,A,O
609,160mm,M,O
609,",",F,O
609,cao,A,O
609,hơn,A,O
609,50mm,M,O
609,),F,O
609,",",F,O
609,chiều,N,O
609,dài,A,O
609,cơ_sở,N,O
609,cũng,R,O
609,lớn,A,O
609,hơn,A,O
609,35mm,M,O
609,",",F,O
609,Nissan,Np,B-SUB
609,X,Np,I-SUB
609,-,F,I-SUB
609,Trail,Np,I-SUB
609,vì_thế,C,O
609,mang,V,O
609,lại,R,O
609,cho,E,O
609,người,N,O
609,dùng,V,O
609,một,M,O
609,không_gian,N,O
609,nội_thất,N,O
609,rộng_rãi,A,O
609,",",F,O
609,thoải_mái,A,O
609,hơn,A,O
610,La,Np,O
610,-,F,O
610,zăng,N,O
610,5,M,O
610,chấu,N,O
610,kép,N,O
610,trên,E,O
610,Tucson,Np,B-SUB
610,cũng,R,O
610,được,V,O
610,làm,V,O
610,mới,R,O
610,",",F,O
610,kết_hợp,V,O
610,với,E,O
610,cụm,N,O
610,đèn,N,O
610,hậu,N,O
610,LED,Ny,O
610,và,C,O
610,cặp,M,O
610,ống_xả,N,O
610,kép,N,O
610,ở,E,O
610,đuôi,N,O
610,xe,N,O
610,tạo,V,O
610,cảm_quan,N,O
610,trẻ_trung,A,O
610,và,C,O
610,thể_thao,N,O
610,hơn,A,O
610,so,V,O
610,với,E,O
610,đối_thủ,N,B-OBJ
611,Thông_số,N,O
611,khoảng,A,O
611,sáng,N,O
611,gầm,N,O
611,trên,E,O
611,Mazda6,Np,B-SUB
611,cao,A,O
611,hơn,A,O
611,34mm,M,O
611,so,V,O
611,với,E,O
611,trên,E,O
611,Accord,Np,B-OBJ
611,",",F,O
611,đảm_bảo,V,O
611,hơn,A,O
611,cho,E,O
611,khả_năng,N,O
611,vận_hành,V,O
611,linh_hoạt,V,O
611,trên,E,O
611,những,L,O
611,đoạn,Nc,O
611,đường,N,O
611,gồ_ghề,A,O
612,Các,L,O
612,thông_số,N,O
612,về,E,O
612,kích_thước,N,O
612,tổng_thể,N,O
612,",",F,O
612,chiều,N,O
612,dài,A,O
612,cơ_sở,N,O
612,và,C,O
612,khoảng,A,O
612,sáng,N,O
612,gầm,N,O
612,trên,E,O
612,Mazda3,Np,B-SUB
612,đều,R,O
612,nhỉnh,A,O
612,hơn,R,O
612,so,V,O
612,với,E,O
612,Honda_Civic,Np,B-OBJ
612,",",F,O
612,về,E,O
612,lý_thuyết,N,O
612,thì,C,O
612,sẽ,R,O
612,giúp,V,O
612,mang,V,O
612,lại,R,O
612,kích_thước,N,O
612,bề_thế,A,O
612,hơn,A,O
612,",",F,O
612,bên,N,O
612,cạnh,N,O
612,đó,P,O
612,là,V,O
612,độ,N,O
612,rộng_rãi,A,O
612,",",F,O
612,thoái,N,O
612,mái,N,O
612,trong,E,O
612,không_gian,N,O
612,nội_thất,N,O
612,và,C,O
612,khả_năng,N,O
612,vận_hành,V,O
612,linh_hoạt,V,O
612,trong,E,O
612,điều_kiện,N,O
612,đường_sá,N,O
612,gồ_ghề,A,O
613,Bù,V,O
613,lại,R,O
613,",",F,O
613,mẫu,N,B-SUB
613,xe,N,I-SUB
613,Pháp,Np,I-SUB
613,có,V,O
613,cửa_sổ,N,O
613,trời,N,O
613,toàn_cảnh,V,O
613,panoramic,A,O
613,",",F,O
613,hệ_thống,N,O
613,đèn,N,O
613,viền,V,O
613,nội_thất,N,O
613,ambient,V,O
613,light,N,O
613,“,F,O
613,nịnh,V,O
613,mắt,N,O
613,”,F,O
613,hơn,A,O
613,cửa_sổ,N,O
613,sunroof,V,O
613,trên,E,O
613,đối_thủ,N,B-OBJ
614,Ngoài_ra,X,O
614,",",F,O
614,khoảng,N,O
614,sáng,N,O
614,gầm,V,O
614,xe,N,O
614,của,E,O
614,mẫu,N,B-SUB
614,xe,N,I-SUB
614,Hàn_đạt,V,O
614,150mm,M,O
614,",",F,O
614,lợi_thế,A,O
614,hơn,R,O
614,khá,R,O
614,nhiều,A,O
614,so,V,O
614,với,E,O
614,con_số,N,O
614,135mm,M,O
614,trên,E,O
614,Honda_City,Np,B-OBJ
615,Về,E,O
615,phần,N,O
615,đuôi,N,O
615,xe,N,O
615,",",F,O
615,Colorado,Np,B-SUB
615,có,V,O
615,thiết_kế,V,O
615,cứng_cáp,A,O
615,với,E,O
615,cụm,N,O
615,đèn,N,O
615,hậu,N,O
615,dạng,N,O
615,3,M,O
615,tầng,N,O
615,",",F,O
615,các,L,O
615,chi_tiết,N,O
615,đều,R,O
615,được,V,O
615,vuốt,V,O
615,góc_cạnh,A,O
615,hơn,R,O
615,so,V,O
615,với,E,O
615,đối_thủ,N,B-OBJ
616,Chevrolet,Np,B-SUB
616,Trax,Np,I-SUB
616,sở_hữu,V,O
616,thiết_kế,V,O
616,lai,N,O
616,hiện_đại,A,O
616,và,C,O
616,bắt_mắt,V,O
616,hơn,A,O
616,so,V,O
616,với,E,O
616,đối_thủ,N,B-OBJ
617,Trong,E,O
617,khi,N,O
617,đó,P,O
617,",",F,O
617,ở,E,O
617,phiên_bản,N,O
617,này,P,O
617,Ecosport,Np,B-SUB
617,chỉ,R,O
617,sử_dụng,V,O
617,cụm,N,O
617,đèn,N,O
617,dạng,N,O
617,halogen,N,O
617,đơn_giản,A,O
617,",",F,O
617,điểm,N,O
617,cộng,V,O
617,ở,E,O
617,thế_hệ,N,O
617,mới,R,O
617,này,P,O
617,là,V,O
617,cụm,N,O
617,đèn,N,O
617,sương_mù,N,O
617,được,V,O
617,thiết_kế,V,O
617,sắc,N,O
617,xảo,A,O
617,hơn,R,O
617,so,V,O
617,với,E,O
617,bóng,N,O
617,tròn,A,O
617,như,C,O
617,phiên_bản,N,B-OBJ
617,cũ,A,I-OBJ
618,So,V,O
618,với,E,O
618,đối_thủ,N,B-OBJ
618,",",F,O
618,Ecosport,Np,B-SUB
618,có,V,O
618,thiết_kế,V,O
618,rắn_rỏi,A,O
618,hơn,A,O
618,",",F,O
618,thể_hiện,V,O
618,ở,E,O
618,những,L,O
618,đường,N,O
618,gân,N,O
618,dập,V,O
618,nổi,R,O
618,dứt_khoát,A,O
618,từ,E,O
618,phần,N,O
618,hốc,N,O
618,bánh,N,O
618,trước,A,O
618,đến,E,O
618,tận,E,O
618,cụm,N,O
618,đèn,N,O
618,hậu,A,O
618,phía,N,O
618,sau,N,O
618,tăng,V,O
618,tính_năng,N,O
618,khí,N,O
618,động_học,A,O
618,",",F,O
618,viền,V,O
618,cửa,N,O
618,mạ,V,O
618,chrome,N,O
618,sang_trọng,A,O
618,",",F,O
618,gương,N,O
618,chiếu,V,O
618,hậu,N,O
618,chỉnh,V,O
618,/,F,O
618,gập,N,O
618,điện,N,O
618,thiết_kế,V,O
618,2,M,O
618,tone,N,O
618,màu,N,O
618,đẹp_mắt,A,O
619,CX,Ny,B-SUB
619,-,F,I-SUB
619,5,M,I-SUB
619,trang_bị,N,O
619,2,M,O
619,ống_xả,N,O
619,viền,N,O
619,chrome,N,O
619,khá,R,O
619,thể_thao,N,O
619,trong,E,O
619,khi,N,O
619,đó,P,O
619,đối_thủ,N,B-OBJ
619,chỉ,R,O
619,là,V,O
619,ống_xả,N,O
619,đơn,N,O
619,kém,A,O
619,sang,V,O
619,hơn,A,O
620,Bên,N,O
620,sườn,N,O
620,xe,N,O
620,",",F,O
620,Kia,Np,B-SUB
620,Rio,Np,I-SUB
620,nhỉnh,V,O
620,hơn,R,O
620,City,Np,B-OBJ
620,khi,N,O
620,được,V,O
620,trang_bị,V,O
620,bộ,N,O
620,lazang,N,O
620,đúc,V,O
620,hợp_kim,N,O
620,nhôm,N,O
620,với,E,O
620,kích_thước,N,O
620,17,M,O
620,-,F,O
620,inch,V,O
621,Cụm,N,O
621,đèn_pha,N,O
621,của,E,O
621,Triton,Np,B-SUB
621,MIVEC,Ny,I-SUB
621,cùng,A,O
621,đối_thủ,N,O
621,BT,Ny,B-OBJ
621,-,F,I-OBJ
621,50,M,I-OBJ
621,3.2,M,I-OBJ
621,AT,Ny,I-OBJ
621,4WD,M,I-OBJ
621,cùng,A,O
621,sử_dụng,V,O
621,bóng,N,O
621,Halogen,Np,O
621,và,C,O
621,có,V,O
621,tính_năng,N,O
621,tự_động,A,O
621,bật,V,O
621,/,F,O
621,tắt,A,O
621,",",F,O
621,hiện_đại,A,O
621,và,C,O
621,tiện_lợi,A,O
622,Fortuner,N,B-SUB
622,2.5,M,I-SUB
622,G,Np,I-SUB
622,lịch_lãm,V,O
622,với,E,O
622,các,L,O
622,góc,N,O
622,bo,V,O
622,tinh_tế,A,O
622,",",F,O
622,cụm,N,O
622,đèn,N,O
622,hậu,V,O
622,tạo_hình,V,O
622,vòng_tròn,N,O
622,",",F,O
622,đèn,N,O
622,phản_quang,V,O
622,mảnh_dẻ,A,O
622,và,C,O
622,đuôi,N,O
622,lướt,V,O
622,gió,N,O
622,lộ,V,O
622,diện,V,O
622,rõ,A,O
622,hơn,R,O
622,so,V,O
622,với,E,O
622,đối_thủ,N,B-OBJ
623,Dải_đèn,N,O
623,LED,Ny,O
623,chạy,V,O
623,ban_ngày,N,O
623,được,V,O
623,vuốt,N,O
623,cong,V,O
623,ấn_tượng,N,O
