word_idx,word,POS,IBO_tag
571,so_sánh,V,O
571,QX60,Ny,O
571,và,C,O
571,Audi,Np,O
571,Q7,Np,O
571,về,E,O
571,giá,N,O
571,bán,V,O
571,thì,C,O
571,Infiniti,Np,B-SUB
571,QX60,Ny,I-SUB
571,có_giá,N,O
571,bán,V,O
571,đắt,A,O
571,hơn,R,O
571,ở,E,O
571,phiên_bản,N,O
571,thường,R,O
571,nhưng,C,O
571,lại,R,O
571,rẻ,A,O
571,hơn,R,O
571,ở,E,O
571,phiên_bản,N,O
571,cao_cấp,A,O
571,so,V,O
571,với,E,O
571,đối_thủ,N,B-OBJ
571,từ,E,O
571,Đức,Np,O
28,Về,E,O
28,phía,N,O
28,đối_thủ,N,O
28,",",F,O
28,Nissan,Np,B-SUB
28,X,Np,I-SUB
28,-,F,I-SUB
28,Trail,Np,I-SUB
28,có_giá,V,O
28,bán,V,O
28,khởi_điểm_cao,A,O
28,hơn,R,O
28,so,V,O
28,với,E,O
28,Honda,Np,B-OBJ
28,CR,Np,I-OBJ
28,-,F,I-OBJ
28,V,Np,I-OBJ
527,Sở_hữu,V,O
527,giá,N,O
527,bán,V,O
527,cao,A,O
527,hơn,R,O
527,khá,R,O
527,nhiều,A,O
527,nên,C,O
527,Ford,Np,B-SUB
527,Everest,Np,I-SUB
527,có,V,O
527,một_chút,L,O
527,bề_thế,A,O
527,hơn,A,O
527,so,V,O
527,với,E,O
527,đối_thủ,N,B-OBJ
527,",",F,O
527,cụ_thể,A,O
527,chiều,N,O
527,dài,A,O
527,x,N,O
527,rộng,A,O
527,tương_ứng,A,O
527,hơn,A,O
527,97mm,M,O
527,và,C,O
527,5mm,M,O
527,",",F,O
527,trong,E,O
527,khi,N,O
527,chiều,N,O
527,dài,A,O
527,cơ_sở,N,O
527,xe,N,O
527,hơn,A,O
527,105mm,M,O
508,Suzuki,Np,B-SUB
508,Ciaz,Np,I-SUB
508,có,V,O
508,mức,N,O
508,giá,N,O
508,cao,A,O
508,hơn,A,O
508,đối_thủ,N,B-OBJ
508,những,L,O
508,42,M,O
508,triệu,M,O
508,đồng,Nu,O
410,Bên,N,O
410,cạnh,N,O
410,đó,P,O
410,",",F,O
410,dù,E,O
410,mức,N,O
410,giá,N,O
410,đã,R,O
410,giảm,V,O
410,đáng_kể,N,O
410,so,V,O
410,với,E,O
410,thời,N,O
410,nhập_khẩu,V,O
410,nguyên,A,O
410,chiếc,N,O
410,",",F,O
410,nhưng,C,O
410,SantaFe,N,B-SUB
410,lắp_ráp,V,I-SUB
410,trong,E,I-SUB
410,nước,N,I-SUB
410,vẫn,R,O
410,là,V,O
410,dòng,Nc,O
410,xe,N,O
410,giữ,V,O
410,mức,N,O
410,giá,N,O
410,cao,A,O
410,nhất,A,O
410,trong,E,O
410,phân,N,B-OBJ
410,khúc,N,I-OBJ
410,SUV,Np,I-OBJ
332,Với,E,O
332,giá,N,O
332,bán,V,O
332,cao,A,O
332,hơn,A,O
332,72,M,O
332,triệu,M,O
332,đồng,Nu,O
332,",",F,O
332,Hyundai,Np,B-SUB
332,Accent,Np,I-SUB
332,AT,Ny,I-SUB
332,tiêu_chuẩn,N,O
332,2021,M,O
332,sở_hữu,V,O
332,những,L,O
332,công_nghệ,N,O
332,hiện,N,O
332,địa,V,O
332,hơn,A,O
332,hẳn,R,O
332,đối_thủ,N,B-OBJ
332,đồng_hương,N,I-OBJ
332,Kia,Np,I-OBJ
332,Soluto,Np,I-OBJ
332,AT,Ny,I-OBJ
332,Deluxe,Np,I-OBJ
320,Như_vậy,X,O
320,",",F,O
320,ở,E,O
320,thế_hệ,N,O
320,mới,A,O
320,",",F,O
320,giá,N,O
320,bán,V,O
320,của,E,O
320,Morning,Np,B-SUB
320,2021,M,I-SUB
320,đã,R,O
320,tăng,V,O
320,đáng_kể,A,O
320,",",F,O
320,vào,E,O
320,top,N,O
320,cao,A,O
320,nhất,R,O
320,phân,N,B-OBJ
320,khúc,N,I-OBJ
168,Tính,V,O
168,đến,E,O
168,nay,P,O
168,",",F,O
168,Hyundai,Np,B-SUB
168,Kona,Np,I-SUB
168,đang,R,O
168,là,V,O
168,mẫu,N,O
168,xe,N,O
168,được,V,O
168,đánh_giá,V,O
168,cao,A,O
168,nhất,A,O
168,nhì,A,O
168,phân,N,B-OBJ
168,khúc,N,I-OBJ
168,SUV,Ny,I-OBJ
168,hạng,N,I-OBJ
168,B,Np,I-OBJ
274,Giá,N,O
274,bán,V,O
274,của,E,O
274,Morning,Np,B-SUB
274,2021,M,I-SUB
274,đã,R,O
274,tăng,V,O
274,đáng_kể,A,O
274,",",F,O
274,vào,E,O
274,top,N,O
274,cao,A,O
274,nhất,R,O
274,phân,N,B-OBJ
274,khúc,N,I-OBJ
155,So,V,O
155,với,E,O
155,đối_thủ,N,B-OBJ
155,đến,E,I-OBJ
155,từ,E,I-OBJ
155,Hàn,Np,I-OBJ
155,",",F,O
155,phiên_bản,A,O
155,cao_cấp,A,O
155,nhất,A,I-SUB
155,của,E,I-SUB
155,Honda,Np,I-SUB
155,Brio,Np,I-SUB
155,được,V,O
155,định_giá,N,O
155,bán,V,O
155,cao,A,I-SUB
155,hơn,R,O
155,với,E,O
155,mức,N,O
155,chênh_lệch,A,O
155,65,M,O
155,triệu,M,O
155,đồng,Nu,O
569,Hiện_tại,N,O
569,",",F,O
569,Honda,Np,B-SUB
569,CR,Ny,I-SUB
569,-,F,I-SUB
569,V,Ny,I-SUB
569,đang,R,O
569,được,V,O
569,bán,V,O
569,tại,E,O
569,Việt_Nam,Np,O
569,dưới,E,O
569,dạng,N,O
569,nhập_khẩu,N,O
569,với,E,O
569,3,M,O
569,phiên_bản,N,O
569,và,C,O
569,có,V,O
569,mức,N,O
569,giá,N,O
569,cao,A,O
569,nhất,R,O
569,phân,N,B-OBJ
569,khúc,N,I-OBJ
325,Trong,E,O
325,khi,N,O
325,",",F,O
325,Honda,Np,B-SUB
325,Accord,Np,I-SUB
325,2020,M,I-SUB
325,định_vị,V,O
325,ở,E,O
325,phân,N,B-OBJ
325,khúc,N,I-OBJ
325,cao,A,O
325,với,E,O
325,giá,N,O
325,bán,V,O
325,vào,E,O
325,loại,N,O
325,cao,A,O
325,nhất,R,O
325,phân,N,B-OBJ
325,khúc,N,I-OBJ
325,",",F,O
325,thì,C,O
325,Mazda6,Np,O
325,2020,M,O
325,tiếp_tục,V,O
325,trung_thành,V,O
325,với,E,O
325,chính_sách,N,O
325,giá,N,O
325,thấp,A,O
325,",",F,O
325,tiệm,N,O
325,cận,V,O
325,với,E,O
325,phân,N,B-OBJ
325,khúc,Nc,I-OBJ
325,C,Np,O
303,Như_vậy,X,O
303,",",F,O
303,mẫu,N,B-SUB
303,SUV,Ny,I-SUB
303,đến,V,I-SUB
303,từ,E,I-SUB
303,Pháp,Np,I-SUB
303,có_giá,N,O
303,bán,V,O
303,cao,A,O
303,hơn,A,O
303,214,M,O
303,triệu,M,O
303,đồng,Nu,O
303,so,V,O
303,với,E,O
303,đối_thủ,N,B-OBJ
303,đến,E,O
303,từ,E,O
303,Hàn,Np,O
37,Với,E,O
37,tầm,N,O
37,tiền,N,O
37,rẻ,A,O
37,hơn,R,O
37,nhưng,C,O
37,danh_sách,N,O
37,trang_bị,V,O
37,an_toàn,A,O
37,trên,E,O
37,Hyundai,Np,B-SUB
37,SantaFe,V,I-SUB
37,bản,Nc,O
37,máy,N,O
37,xăng,N,O
37,cao_cấp,A,O
37,là,V,O
37,hấp_dẫn,A,O
37,hơn,A,O
37,so,V,O
37,với,E,O
37,mẫu,N,B-OBJ
37,xe,N,I-OBJ
37,mang,V,I-OBJ
37,thương_hiệu,N,I-OBJ
37,Việt,Np,I-OBJ
138,Hyundai,Np,O
138,Kona,Np,O
138,được,V,O
138,lắp_ráp,V,O
138,trong,E,O
138,nước,N,O
138,",",F,O
138,trong,E,O
138,khi,N,O
138,đó,P,O
138,Honda,Np,B-SUB
138,HR,Ny,I-SUB
138,-,F,I-SUB
138,V_nhập_khẩu,V,O
138,nguyên,A,O
138,chiếc,N,O
138,nên,C,O
138,có_giá,N,O
138,bán,V,O
138,cao,A,O
138,hơn,R,O
138,đối_thủ,N,B-OBJ
138,36,M,O
138,triệu,N,O
298,Có_lẽ,X,O
298,danh_sách,N,O
298,an_toàn,A,O
298,là,V,O
298,lý_do,N,O
298,hợp_lý,A,O
298,hơn,R,O
298,cả,P,O
298,để,E,O
298,giải_thích,V,O
298,cho,E,O
298,giá,N,O
298,bán,V,O
298,cao,A,O
298,hơn,R,O
298,đối_thủ,N,B-OBJ
298,của,E,O
298,BT,Ny,B-SUB
298,-,F,I-SUB
298,50,M,I-SUB
298,3.2,M,I-SUB
298,AT,Nu,I-SUB
298,4WD,M,I-SUB
297,Trong,E,O
297,khi,N,O
297,đó,P,O
297,High,Np,B-SUB
297,Country,Np,I-SUB
297,vốn,R,O
297,là,V,O
297,phiên_bản,N,O
297,nâng_cấp,V,O
297,từ,E,O
297,Colorado,Np,O
297,LTZ,Ny,O
297,2.8,M,O
297,AT,Ny,O
297,4x4,M,O
297,2017,M,O
297,và,C,O
297,có_giá,N,O
297,bán,V,O
297,cao,A,O
297,hơn,R,O
297,đối_thủ,N,B-OBJ
297,kha_khá,A,O
297,–,A,O
297,839,M,O
297,triệu,M,O
297,đồng,Nu,O
300,Ngay,R,O
300,ở,E,O
300,hiệp,N,O
300,đầu_tiên,A,O
300,của,E,O
300,trận_đấu,N,O
300,",",F,O
300,Triton,Np,B-SUB
300,4x2,M,I-SUB
300,AT,Ny,I-SUB
300,đã,R,O
300,có,V,O
300,được,V,O
300,điểm,N,O
300,số,N,O
300,dẫn,V,O
300,trước,A,O
300,nhờ,V,O
300,giá,N,O
300,bán,V,O
300,tốt,A,O
300,hơn,R,O
300,đối_thủ,N,B-OBJ
185,Hai,M,B-SUB
185,phiên_bản,N,I-SUB
185,xăng,N,I-SUB
185,của,E,I-SUB
185,SUV,Ny,I-SUB
185,Nhật_Bản,Np,I-SUB
185,có_giá,V,O
185,bán,V,O
185,cao,A,O
185,hơn,A,O
185,hẳn,R,O
185,đối_thủ,N,B-OBJ
185,Mỹ,Np,I-OBJ
383,Phong_cách,N,O
383,thể_thao,N,O
383,thể_hiện,V,O
383,rõ,A,O
383,trên,E,O
383,mẫu,N,B-SUB
383,xe,N,I-SUB
383,này,P,I-SUB
383,ngoại,V,O
383,phần,N,O
383,ngoại_hình,N,O
383,trẻ_trung,A,O
383,",",F,O
383,nội_thất,N,O
383,ấn_tượng,N,O
383,và,C,O
383,khả_năng,N,O
383,vận_hành,V,O
383,vượt_trội,N,O
383,so,V,O
383,với,E,O
383,phân,N,B-OBJ
383,khúc,N,I-OBJ
383,Honda,Np,B-SUB
383,City,Np,I-SUB
383,2021,M,I-SUB
383,hiện,N,O
383,là,V,O
383,mẫu,N,O
383,xe,N,O
383,mạnh_mẽ,A,O
383,nhất,R,O
383,phân,A,B-OBJ
383,khúc,N,I-OBJ
383,nhờ,V,O
383,động_cơ,N,O
383,1.5,M,O
383,L,Ny,O
383,DOHC,Ny,O
383,i,M,O
383,-,F,O
383,VTEC,Ny,O
383,4,M,O
383,xy,N,O
383,-,F,O
383,lanh,V,O
383,thẳng,A,O
383,hàng,N,O
383,tạo,V,O
383,ra_công_suất,N,O
383,119,M,O
383,mã_lực,N,O
383,tại,E,O
383,6.6,M,O
383,vòng,N,O
383,/,F,O
383,phút,Nu,O
383,và,C,O
383,mô,P,O
383,-,F,O
383,men,N,O
383,xoắn,V,O
383,cực_đại,N,O
383,145,M,O
383,Nm,Np,O
383,tại,E,O
383,4.3,M,O
383,vòng,N,O
383,/,F,O
383,phút,Nu,O
383,Đồng_thời,R,O
383,",",F,O
383,mẫu,N,B-SUB
383,sedan,V,I-SUB
383,cỡ,N,I-SUB
383,nhỏ,A,I-SUB
383,của,E,I-SUB
383,Honda,Np,I-SUB
383,hiện,N,O
383,còn,R,O
383,có,V,O
383,động_cơ,N,O
383,mạnh_mẽ,A,O
383,nhất,R,O
383,phân,V,B-OBJ
383,khúc,N,I-OBJ
383,và,C,O
383,những,L,O
383,trải,V,O
383,nghiệm,N,O
383,thực_sự,A,O
383,ấn_tượng,N,O
383,đối_với,E,O
383,chúng_tôi,N,O
220,Không_những,C,O
220,êm_ái,A,O
220,",",F,O
220,động_cơ,N,O
220,dầu,N,O
220,của,E,O
220,Sorento,Np,B-SUB
220,mới,R,O
220,còn,R,O
220,mang,V,O
220,đến,V,O
220,những,L,O
220,trải,N,O
220,nghiệm,V,O
220,uy_lực,N,O
220,không,R,O
220,khác,A,O
220,gì,P,O
220,máy,N,B-OBJ
220,xăng,N,I-OBJ
345,Về,E,O
345,cảm_giác,N,O
345,lái,V,O
345,",",F,O
345,Hyundai,Np,B-SUB
345,Tucson,Np,I-SUB
345,hiện_hành,R,O
345,đã,R,O
345,được,V,O
345,cải_thiện,V,O
345,đáng_kể,N,O
345,so,V,O
345,với,E,O
345,phiên_bản,N,B-OBJ
345,tiền_nhiệm,N,I-OBJ
345,Nhược_điểm,N,O
345,của,E,O
345,xe,N,B-SUB
345,X55,Np,I-SUB
345,là,V,O
345,cảm_giác,N,O
345,lái,V,O
345,thực_sự,A,O
345,chưa,R,O
345,tốt,A,O
345,khi,N,O
345,đặt,V,O
345,cạnh,N,O
345,các,L,B-OBJ
345,đối_thủ,N,I-OBJ
345,cùng,A,I-OBJ
345,phân,N,I-OBJ
345,khúc,N,I-OBJ
431,Honda,Np,B-SUB
431,City,Np,I-SUB
431,2021,M,I-SUB
431,hiện,N,O
431,đang,R,O
431,là,V,O
431,mẫu,N,O
431,xe,N,O
431,mang,V,O
431,đến,R,O
431,trải,V,O
431,nghiệm,N,O
431,lái,V,O
431,thú_vị,A,O
431,nhất,A,O
431,cho,E,O
431,người,N,O
431,dùng,V,O
431,ở,E,O
431,phân,N,B-OBJ
431,khúc,N,I-OBJ
431,sedan,N,I-OBJ
431,hạng,N,I-OBJ
431,B,Np,I-OBJ
431,Về,E,O
431,mặt,N,O
431,giấy_tờ,N,O
431,",",F,O
431,động_cơ,N,O
431,của,E,O
431,Honda,Np,B-SUB
431,City,Np,I-SUB
431,2021,M,I-SUB
431,chỉ,R,O
431,tăng,V,O
431,1,M,O
431,mã_lực,N,O
431,so,V,O
431,với,E,O
431,đời,N,O
431,trước,A,O
431,",",F,O
431,nhưng,C,O
431,lại,R,O
431,vượt_trội,V,O
431,hoàn_toàn,A,O
431,so,V,O
431,với,E,O
431,đối_thủ,N,B-OBJ
442,Theo,V,O
442,trải,V,O
442,nghiệm,N,O
442,thực_tế,N,O
442,của,E,O
442,đội_ngũ,N,O
442,so_sánh,V,O
442,xe,N,O
442,chúng_tôi,P,O
442,",",F,O
442,MG,Ny,B-SUB
442,ZS,Ny,I-SUB
442,2021,M,I-SUB
442,có,V,O
442,khả_năng,N,O
442,vận_hành,V,O
442,ấn_tượng,N,O
442,hơn,A,O
442,bản,N,B-OBJ
442,cũ,A,I-OBJ
442,nhờ,E,O
442,việc,N,O
442,cải_tiến,V,O
442,hộp_số,N,O
442,Bởi,E,O
442,chúng_tôi,P,O
442,đã,R,O
442,đạp,V,O
442,sâu,A,O
442,chân,N,O
442,ga,N,O
442,để,E,O
442,thử,V,O
442,khả_năng,N,O
442,tăng_tốc,N,O
442,",",F,O
442,song,C,O
442,chiếc,Nc,O
442,xe,N,O
442,vẫn,R,O
442,lên,V,O
442,khá,R,O
442,từ,E,O
442,từ,N,O
442,",",F,O
442,không,R,O
442,quá,R,O
442,bốc,A,O
442,như,C,O
442,những,L,O
442,gì,P,O
442,mà,C,O
442,đối_thủ,N,O
442,khác,A,O
442,cùng,A,O
442,phân,N,O
442,khúc,N,O
442,là,V,O
442,Kia_Seltos,Np,B-OBJ
442,thể_hiện,V,O
442,Ford,N,B-SUB
442,EcoSport,N,I-SUB
442,2021,M,I-SUB
442,ấn_tượng,N,O
442,hơn,A,O
442,đối_thủ,N,B-OBJ
442,với,E,O
442,khả_năng,N,O
442,tăng_tốc,V,O
442,tốt,A,O
442,hơn,R,O
442,nhờ,V,O
442,động_cơ,N,O
442,Ecoboost,Np,O
442,trứ_danh,A,O
552,Toyota_Fortuner,Np,O
552,Legender,Np,I-SUB
552,phiên_bản,V,O
552,mới,R,O
552,đã,R,O
552,cải_thiện,V,O
552,ở,E,O
552,khả_năng,N,O
552,vận_hành,V,O
552,với,E,O
552,độ,N,O
552,nhạy,A,O
552,chân,N,O
552,ga,N,O
552,tốt,A,O
552,hơn,R,O
552,phiên_bản,N,B-OBJ
552,tiền_nhiệm,A,I-OBJ
552,nhờ,E,O
552,việc,N,O
552,công_suất,N,O
552,đã,R,O
552,được,V,O
552,tăng,V,O
552,đáng_kể,A,O
552,Nhìn_chung,X,O
552,",",F,O
552,nhờ,V,O
552,sử_dụng,V,O
552,khung,N,O
552,gầm,V,O
552,",",F,O
552,động_cơ,N,O
552,của,E,O
552,BMW,Ny,O
552,X5,Ny,O
552,nên,C,O
552,VinFast,N,B-SUB
552,Lux,Np,I-SUB
552,SA2,Ny,I-SUB
552,.,F,I-SUB
552,0,M,I-SUB
552,2021,M,I-SUB
552,là,V,O
552,chiếc,Nc,O
552,xe,N,O
552,mang,V,O
552,đến,R,O
552,trải,V,O
552,nghiệm,N,O
552,lái,V,O
552,rõ_ràng,A,O
552,tốt,A,O
552,hơn,R,O
552,Toyota_Fortuner,Np,B-OBJ
552,2021,M,I-OBJ
376,Honda,Np,B-SUB
376,là,V,O
376,một,M,O
376,trong,E,O
376,những,L,O
376,chiếc,Nc,O
376,xe,N,O
376,có,V,O
376,động_cơ,N,O
376,ấn_tượng,N,O
376,hàng_đầu,V,O
376,phân,N,B-OBJ
376,khúc,N,I-OBJ
376,mà,C,O
376,đội_ngũ,N,O
376,so_sánh,V,O
376,xe,N,O
376,chúng_tôi,P,O
376,đã,R,O
376,từng,R,O
376,được,R,O
376,trải,V,O
376,nghiệm,V,O
376,Động_cơ,N,O
376,trên,E,O
376,Subaru,Np,B-SUB
376,Forester,Np,I-SUB
376,2020,M,I-SUB
376,không,R,O
376,có,V,O
376,sức_mạnh,N,O
376,trên,E,O
376,giấy_tờ,N,O
376,quá,R,O
376,ấn_tượng,A,O
376,như,C,O
376,đối_thủ,N,B-OBJ
374,Ở,E,O
374,khả_năng,N,O
374,vận_hành,V,O
374,",",F,O
374,Honda,Np,B-SUB
374,CR,Ny,I-SUB
374,-,F,I-SUB
374,V,Ny,I-SUB
374,2020,M,I-SUB
374,là,V,O
374,chiếc,Nc,O
374,xe,N,O
374,không,R,O
374,thay_đổi,V,O
374,động_cơ,N,O
374,nên_người,V,O
374,dùng,V,O
374,sẽ,R,O
374,có,V,O
374,những,L,O
374,trải,N,O
374,nghiệm,V,O
374,không,R,O
374,khác_biệt,A,O
374,so,V,O
374,với,E,O
374,phiên_bản,N,B-OBJ
374,cũ,A,I-OBJ
374,Với,E,O
374,trải,V,O
374,nghiệm,N,O
374,thực_tế,N,O
374,của,E,O
374,chúng_tôi,P,O
374,",",F,O
374,điểm,N,O
374,mạnh,A,O
374,của,E,O
374,Honda,Np,B-SUB
374,CR,Np,I-SUB
374,-,F,I-SUB
374,V,Ny,I-SUB
374,vẫn,R,O
374,nằm,V,O
374,ở,E,O
374,động_cơ,N,O
374,mạnh_mẽ,N,O
374,hàng_đầu,V,O
374,phân,N,B-OBJ
374,khúc,N,I-OBJ
374,Cũng,R,O
374,tương_tự,A,O
374,đối_thủ,N,B-OBJ
374,",",F,O
374,Baic,Np,B-SUB
374,Beijing,Np,I-SUB
374,X7,Np,I-SUB
374,2020,M,I-SUB
374,sử_dụng,V,O
374,động_cơ,N,O
374,Turbo,Np,O
374,với,E,O
374,công_suất,N,O
374,188,M,O
374,mã_lực,N,O
344,Nhìn,V,O
344,ngay,R,O
344,vào,E,O
344,thông_số,N,O
344,sức_mạnh,N,O
344,động_cơ,N,O
344,Baic,Np,B-SUB
344,Beijing,Np,I-SUB
344,X7,Np,I-SUB
344,đang,R,O
344,tỏ,V,O
344,ra,V,O
344,vượt_trội,V,O
344,hơn,A,O
344,hẳn,R,O
344,so,V,O
344,với,E,O
344,Hyundai_Tucson,Np,B-OBJ
432,Không_những,C,O
432,êm_ái,A,O
432,",",F,O
432,động_cơ,N,O
432,dầu,N,O
432,của,E,O
432,Sorento,Np,B-SUB
432,mới,R,O
432,còn,R,O
432,mang,V,O
432,đến,V,O
432,những,L,O
432,trải,N,O
432,nghiệm,V,O
432,uy_lực,N,O
432,không,R,O
432,khác,A,O
432,gì,P,O
432,máy,N,B-OBJ
432,xăng,N,I-OBJ
432,Rõ_ràng,A,O
432,",",F,O
432,so,V,O
432,với,E,O
432,Fortuner,Np,B-OBJ
432,",",F,O
432,Kia,Np,B-SUB
432,Sorento,Np,I-SUB
432,là,V,O
432,chiếc,Nc,O
432,xe,N,O
432,có,V,O
432,thiên_hướng,N,O
432,vận_hành,V,O
432,thể_thao,N,O
432,hơn,A,O
432,Không,R,O
432,chỉ,R,O
432,tăng,V,O
432,công_suất,N,O
432,về,E,O
432,mặt,N,O
432,lý_thuyết,N,O
432,",",F,O
432,Toyota_Fortuner,Np,O
432,Legender,Np,I-SUB
432,đã,R,O
432,cải_thiện,V,O
432,ở,E,O
432,khả_năng,N,O
432,vận_hành,V,O
432,với,E,O
432,độ,N,O
432,nhạy,A,O
432,chân,N,O
432,ga,N,O
432,tốt,A,O
432,hơn,R,O
432,phiên_bản,N,B-OBJ
432,tiền_nhiệm,A,I-OBJ
443,Ở,E,O
443,khả_năng,N,O
443,vận_hành,V,O
443,",",F,O
443,MG,Ny,B-SUB
443,ZS,Ny,I-SUB
443,đã,R,O
443,thực_sự,A,O
443,thay_đổi,V,O
443,so,V,O
443,với,E,O
443,phiên_bản,N,B-OBJ
443,tiền_nhiệm,N,I-OBJ
443,dù,E,O
443,động_cơ,N,O
443,của,E,O
443,xe,N,O
443,không,R,O
443,được,V,O
443,nâng_cấp,V,O
443,",",F,O
443,cải_tiến,V,O
534,Ford,Np,B-SUB
534,Everest,Np,I-SUB
534,Titanium,Np,I-SUB
534,2020,M,I-SUB
534,là,V,O
534,một,M,O
534,chiếc,Nc,O
534,xe,N,O
534,sử_dụng,V,O
534,động_cơ,N,O
534,Bi,Np,O
534,-,F,O
534,Turbo,Np,O
534,và,C,O
534,có,V,O
534,sức_mạnh,N,O
534,tương_đương,A,O
534,đối_thủ,N,B-OBJ
534,với,E,O
534,210,M,O
534,mã_lực,N,O
534,Hơn_nữa,R,O
534,",",F,O
534,động_cơ,N,O
534,trên,E,O
534,Everest,Np,B-SUB
534,mới,R,O
534,êm_ái,A,O
534,hơn,A,O
534,rõ_ràng,N,O
534,so,V,O
534,với,E,O
534,loại,Nc,O
534,động_cơ,N,O
534,cũ,A,O
534,và,C,O
534,đặc_biệt,A,O
534,là,V,O
534,xe,N,O
534,có,V,O
534,hệ_thống,N,O
534,chống,V,O
534,ồn,N,O
534,chủ_động,V,O
482,Đối_với,E,O
482,Toyota_Fortuner,Np,B-SUB
482,2020,M,I-SUB
482,",",F,O
482,chiếc,Nc,O
482,xe,N,O
482,này,P,O
482,cũng,R,O
482,sử_dụng,V,O
482,động_cơ,N,O
482,dầu,N,O
482,2.4,M,O
482,L,Np,O
482,",",F,O
482,nhưng,C,O
482,công_suất,N,O
482,thấp,A,O
482,hơn,R,O
482,đáng_kể,N,O
482,so,V,O
482,với,E,O
482,đối_thủ,N,B-OBJ
482,Cùng,C,O
482,với,E,O
482,đó,P,O
482,",",F,O
482,khả_năng,N,O
482,vận_hành,V,O
482,vẫn,R,O
482,luôn,R,O
482,là,V,O
482,điểm,N,O
482,mạnh,A,O
482,của,E,O
482,mẫu,N,B-SUB
482,xe,N,I-SUB
482,này,P,I-SUB
482,trong,E,O
482,phân,N,B-OBJ
482,khúc,N,I-OBJ
482,với,E,O
482,động_cơ,N,O
482,",",F,O
482,khung,N,O
482,gầm,V,O
482,ổn_định,A,O
482,",",F,O
482,cảm_giác,N,O
482,lái,V,O
482,tốt,A,O
375,Động_cơ,N,O
375,trên,E,O
375,mang,V,O
375,đến,E,O
375,sức_mạnh,N,O
375,188,M,O
375,mã_lực,N,O
375,và,C,O
375,cũng,R,O
375,với,E,O
375,CX,Ny,O
375,-,F,O
375,5,M,O
375,",",F,O
375,CRV,Ny,B-SUB
375,là,V,O
375,xe,N,O
375,có,V,O
375,sức_mạnh,N,O
375,lớn,A,O
375,nhất,A,O
375,phân,N,B-OBJ
375,khúc,N,I-OBJ
375,CUV,Ny,I-OBJ
375,tại,E,I-OBJ
375,Việt_Nam,Np,I-OBJ
484,Toyota_Hilux,Np,B-SUB
484,Adventure,Np,I-SUB
484,2020,M,I-SUB
484,được,V,O
484,trang_bị,V,O
484,khối,N,O
484,động_cơ,N,O
484,dầu,N,O
484,Diesel,Np,O
484,1GD,M,O
484,-,F,O
484,FTV,Ny,O
484,",",F,O
484,4,M,O
484,xi_lanh,N,O
484,thẳng,A,O
484,hàng,N,O
484,cho,E,O
484,công_suất,N,O
484,201,M,O
484,mã_lực,Nu,O
484,(,F,O
484,tăng,N,O
484,27,M,O
484,mã_lực,Nu,O
484,),F,O
484,và,C,O
484,mô,P,O
484,-,F,O
484,men,N,O
484,xoắn,A,O
484,500,M,O
484,Nm,Np,O
484,(,F,O
484,tăng,V,O
484,50,M,O
484,Nm,Np,O
484,),F,O
484,so,V,O
484,với,E,O
484,bản,N,B-OBJ
484,cũ,A,I-OBJ
484,trước_đây,N,I-OBJ
538,Toyota_Hilux,Np,B-SUB
538,Adventure,Np,I-SUB
538,2020,M,I-SUB
538,giờ_đây,Nu,O
538,là,V,O
538,chiếc,Nc,O
538,xe,N,O
538,với,E,O
538,động_cơ,N,O
538,mạnh_mẽ,A,O
538,khi,N,O
538,công_suất,N,O
538,xe,N,O
538,đã,R,O
538,tăng,V,O
538,27,M,O
538,mã_lực,N,O
538,và,C,O
538,mô,P,O
538,-,F,O
538,men,N,O
538,xoắn,V,O
538,cũng,R,O
538,tăng,V,O
538,50,M,O
538,Nm,Np,O
538,so,V,O
538,với,E,O
538,phiên_bản,N,B-OBJ
538,tiền_nhiệm,N,I-OBJ
538,Chiếc,Nc,B-SUB
538,xe,N,I-SUB
538,này,P,I-SUB
538,có,V,O
538,độ,N,O
538,nhạy,A,O
538,chân,N,O
538,ga,N,O
538,ấn_tượng,N,O
538,hơn,R,O
538,giúp,V,O
538,khả_năng,N,O
538,tăng_tốc,V,O
538,của,E,O
538,xe,N,O
538,được,V,O
538,cải_thiện,V,O
538,đáng_kể,N,O
538,so,V,O
538,với,E,O
538,chính,T,O
538,động_cơ,N,O
538,này,P,O
538,ở,E,O
538,đời,N,B-OBJ
538,cũ,A,I-OBJ
538,Nhìn_chung,X,O
538,",",F,O
538,cả,P,O
538,Toyota_Hilux,Np,B-SUB
538,Adventure,Np,I-SUB
538,2020,M,I-SUB
538,hay,C,O
538,Ford,Np,B-OBJ
538,Ranger,Np,I-OBJ
538,Wildtrak,Np,I-OBJ
538,2020,M,I-OBJ
538,đều,R,O
538,là,V,O
538,những,L,O
538,chiếc,Nc,O
538,xe,N,O
538,bán,V,O
538,tải,N,O
538,có,V,O
538,khả_năng,N,O
538,vận_hành,V,O
538,ấn_tượng,N,O
426,Nhìn,V,O
426,nhanh,A,O
426,vào,E,O
426,thông_số,N,O
426,trên,E,O
426,giấy_tờ,N,O
426,",",F,O
426,Hyundai,Np,B-SUB
426,Kona,Np,I-SUB
426,đang,R,O
426,tỏ,V,O
426,ra,V,O
426,chiếm,V,O
426,ưu_thế,A,O
426,hơn,R,O
426,nhờ,V,O
426,động_cơ,N,O
426,tăng,V,O
426,áp,N,O
426,1.6,M,O
426,L,Np,O
426,lớn,A,O
